Protein;WT_Control_1;WT_Control_2;WT_Control_3;WT_Control_4;WT_HU_1;WT_HU_2;WT_HU_3;WT_HU_4
P43590;142683.8125;126823.625;136730.859375;61753.55;124651.21875;141739.21875;165699.15625;117698.171875
P43591;29394.4296875;25764.9453125;40634.890625;39885.46;13517.4814453125;41669.125;57173.7265625;36562.2421875
P43593;743844.375;585475.125;525322;57110.76;606627.75;697396.25;791779.1875;602482.75
P43594;311325.3125;389605.21875;291035.1875;18855.24;291714.0625;363184.9375;400906.21875;237063.390625
P43596;59832.49609375;65528.53515625;41298.59375;90896.73;46001.359375;56201.26171875;51631.6328125;59503.33203125
P43597;159149.90625;139763.546875;123987.03125;137697.93;168290.34375;185293.46875;179003.015625;127020.9375
P43598;112117.0859375;98471.25;154512.921875;21782.93;120454.609375;131945.75;132848.421875;117933.9921875
P43599;35336.09765625;109016.296875;99971.0546875;41031.22;63627.9921875;48786.44140625;79529.6328125;50278.46875
P43601;86169.6953125;33546.140625;62743.15625;55102.13;57971.2421875;81377.296875;67506;60800.8828125
P43603;1021291.9375;1441226;1276760.5;49344.11;1247163.125;1034347.5625;1030749.75;1165471.5
P43609;242059.0625;311675.75;261456.0625;63168.04;270739.5625;247471.171875;256143.234375;260906.375
P43610;168603.765625;154930.625;130317.453125;96965.52;139854.640625;184496;134440.125;204958
P43611;52807.265625;36373.9375;19801.986328125;59359.65;27214.32421875;49841.515625;39385.8359375;35762.42578125
P43612;224915.5625;204968.15625;203173.09375;115002.21;170452.390625;239482.3125;216630.171875;179279.109375
P43613;51032.296875;76154.3125;66283.9453125;34191.42;63456.80078125;42137.8046875;61881.1015625;65268.5078125
P43615;2276.65307617188;5142.25146484375;19777.16015625;27878.56;0;2782.78149414062;57491.34765625;18157.884765625
P43616;5442373.5;5564618;6201552;52871.38;6603117;5251966.5;6103961.5;5958869.5
P43618;3706.10107421875;22237.857421875;29760.001953125;41312.92;17879.76171875;8723.974609375;7974.78466796875;8026.0751953125
P43619;372791.28125;230963.125;303325.65625;32364.95;270056.34375;411673.625;319767.875;337134.625
P43620;27799.5546875;34804.07421875;46577.65234375;75914.18;29530.53125;22631.01953125;25864.201171875;43244.8671875
P43621;846998.75;907095.9375;950275.75;60627.73;861648.4375;771480.25;790872.875;871903.25
P43636;86913.3125;65609.3359375;55052.84375;58047.1;57334.66796875;78108.171875;91170.9375;66486.609375
P43638;174265.703125;156748.921875;167322.640625;155207.45;164053.34375;183192.5;197835.03125;198261.546875
P43639;220874.921875;155348.1875;156473.078125;32264.77;198750.984375;240787.65625;230287.65625;265256.625
P43682;38241.49609375;73052.3203125;58058.515625;10960.51;78819.09375;56394.1328125;50341.6953125;62428.578125
P45818;69923.5703125;61141.12109375;43472.31640625;63652.63;43235.1171875;67166.828125;72793.859375;55869.3828125
P45976;59449.05859375;90661.4765625;67783.890625;35776.98;65681.3046875;79390.03125;74487.2421875;55301.390625
P45978;914155.5625;1107871.125;862061.125;39189.54;1142824.375;867819.5625;859933.8125;941855.875
P46151;163251.59375;104582.203125;98157.140625;73941.61;85750.21875;166503.390625;142256.421875;120200.578125
P46367;5848296.5;2608516.75;3063516.5;56723.65;3426056.5;6135105;5836579.5;4056494.25
P46654;3393414.75;3554097.5;4126855.75;27962.45;3353819;2691477;3950068;3418446
P46655;4013594.25;3634004.5;3383189.75;80842.74;3632107.75;3980936;4236999.5;3699444.25
P46669;601437.625;479184.9375;426275.90625;36223.95;442853.0625;623802.8125;728403.875;492536.5625
P46670;20999.662109375;17871.53515625;9941.5478515625;30708.77;16320.859375;7510.8525390625;4124.537109375;27637.47265625
P46672;2721720.75;2500422;2430791.5;42084.01;2627120.25;2519047.75;2963016.5;2445736
P46673;68516.609375;19440.44921875;30082.3203125;84897.83;33873.7578125;66807.3125;62653.82421875;34722.8359375
P46674;16336.9833984375;8481.265625;15219.2939453125;149568.8;15815.6513671875;21171.236328125;11674.69140625;12593.2158203125
P46675;143559.953125;132802.890625;97390.828125;100918.24;126712.078125;139149.890625;165755.890625;112975.8203125
P46676;56028.234375;89931.3984375;60845.69921875;118201.12;82908.8671875;63542.0234375;53712.84375;65079.671875
P46677;14451.4189453125;26165.984375;22988.6640625;120695.88;23757.06640625;15874.048828125;15525.521484375;17244.333984375
P46678;33898.44921875;34136.7265625;44692.59375;67687.79;67709.40625;34599.26953125;36167.8984375;50735.5859375
P46680;2586874.75;1545220.875;2034221.75;67325.51;1796810.375;2513708.75;2278451.75;2035902.375
P46681;560578.625;458364.875;512062.75;59268.42;502167.53125;625162.3125;568830.25;519495.34375
P46682;169455.171875;279484.75;210251.203125;91607.21;204476.8125;204344.28125;197289.71875;193947.65625
P46683;317646.8125;384222.90625;322468.4375;22355.53;339518.15625;359923.78125;350583.5625;273102.28125
P46784;315297.90625;625975.9375;431483.15625;12738.48;521194.125;340164.4375;309356.84375;442876.15625
P46944;30928.39453125;18908.2734375;34166.359375;80494.86;24087.638671875;16593.90234375;17637.474609375;24662.05078125
P46947;8288.123046875;11064.55859375;8846.5673828125;30472.04;9244.80078125;7551.837890625;3804.21630859375;5644.5869140625
P46948;61238.625;84863.75;70242.625;27560.67;48498.71484375;63655;57218.46875;77092.2578125
P46949;44746.8828125;76557.921875;71574.625;90797.71;62641.0625;54220.984375;60245.82421875;43765.2109375
P46951;114831.6953125;31855.001953125;79747.8515625;95365.76;85251.6328125;96689.859375;76811.5;100453.7890625
P46955;10533.322265625;1017.5283203125;2664.8388671875;35412.47;10681.9755859375;5982.80078125;2249.83642578125;12312.474609375
P46956;428448.90625;206222.59375;191717.09375;34881.69;195646.046875;471365.375;294380.46875;319998.6875
P46957;99681.1953125;108603.46875;112202.0625;55295.97;96877.359375;62672.94921875;73843.7109375;112196.1171875
P46958;17397.20703125;26813.931640625;23376.103515625;53216.43;24498.994140625;9710.1376953125;10478.505859375;18670.86328125
P46959;144839.859375;137884.359375;117906.078125;43919.63;117082.0859375;156519.8125;127822.703125;131358.34375
P46962;11960.0361328125;28151.8125;7075.92578125;37904.61;14025.17578125;4855.83154296875;4527.16650390625;6568.38330078125
P46963;74993.8203125;57625.09375;43381.2578125;34809.18;26758.94921875;79035.8984375;89025.515625;42635.1015625
P46964;429203.0625;272256.96875;268929.375;14697.58;236147.421875;316732.875;261191.6875;205980.6875
P46965;160186.96875;279520;237834.453125;10818.84;226768.46875;123122.9765625;147514.84375;248354.5625
P46969;317873.03125;534780.1875;430824.3125;25967.09;440327.3125;356353.90625;393978.53125;451301.53125
P46970;68392.875;42888.16796875;31100.51953125;119967.1;43559.21484375;79664.2421875;65620.2890625;52272.7109375
P46971;227186.5625;189964.5;205424.484375;87966.28;156988.03125;208416.5625;237777.796875;179270.90625
P46982;177297.9375;125432.0390625;126855.7109375;67204.34;134313.734375;193746.9375;189563.625;155772.328125
P46984;246027.109375;518782.59375;324952.8125;13605.02;387131.96875;362623.25;372047.4375;331489.4375
P46985;191114.03125;161481.09375;153278.53125;47858.81;110304.1640625;239388.78125;167755.796875;194396
P46988;111483.9765625;146566.953125;142789.953125;12781.71;153401.34375;136785.359375;132235.859375;119891.3671875
P46989;478740.09375;563971.625;445070.53125;30201.28;473973.625;492980.625;625237.3125;474275.09375
P46990;8106639.5;13652506;11298738;20551.42;11062939;8772269;9307522;10336834
P46992;753306.6875;764349.125;871477.5625;42957.77;871424.3125;782011.0625;774565.0625;763236.375
P46995;123944.1015625;127520.765625;106881.65625;84461.45;112808.1953125;105507.5625;114441;109167.2109375
P47001;781381.125;734097.25;818417.125;23241.56;679818.625;710892.75;656456.75;748611.4375
P47002;12202.1474609375;14270.671875;18299.416015625;77526.69;5402.7001953125;14750.6357421875;12080.30078125;27400.931640625
P47006;347096.59375;386102.1875;280652.65625;26875.36;350535.3125;331228.0625;364388.71875;291360.53125
P47008;427826.78125;287097.5625;315438.4375;34388.32;239281.578125;468816.40625;439313.4375;275118.65625
P47011;223237.046875;52455.87109375;13196.55859375;44546.02;9586.2314453125;66146.578125;79349.171875;34108.76953125
P47013;63807.96484375;57749.30859375;64631.56640625;47371.74;40114.5703125;85135.8125;113004.3515625;71408.171875
P47015;11278.9599609375;32266.607421875;46820.6015625;41461.09;20329.646484375;5649.26611328125;14466.8876953125;23059.337890625
P47016;32741.984375;31504.427734375;13922.1904296875;34692.86;36739.49609375;14055.0439453125;30934.89453125;32839.890625
P47017;140936.203125;126166.9375;119446.3046875;20306.94;116616.0390625;124911.6953125;135966.46875;122777.359375
P47018;1105991.625;1290661;1320368.75;53477.36;1214981.625;1166587.375;1243786.75;1158117.5
P47019;196109.34375;254781.828125;209895.453125;19286.98;198750.375;182684.15625;175403.765625;159754.09375
P47025;40537.3984375;71350.1640625;49531.6171875;80032.2;64652.15625;36878.33203125;42784.20703125;49716.56640625
P47029;109435.984375;123075.4296875;118737.7734375;117216.22;98298.140625;80526.875;105543.1953125;118736.265625
P47031;87397.3046875;107295.3671875;117054.875;82535.64;100858.3125;88886.484375;85817.5;101714.234375
P47032;58732.53515625;140547.53125;174006.796875;30634.25;176173.109375;50839.546875;121850.453125;133894.765625
P47033;706.803344726562;5526.26416015625;4799.59912109375;89152.53;0;0;0;0
P47035;291840.28125;389614.8125;344169.125;128530.92;363935;326139.65625;322413.5625;314861.15625
P47037;137878.40625;144328.140625;125164.7265625;141336.23;109094.625;154229.984375;113264.5078125;106934.4921875
P47039;381589.09375;229668.25;282324.9375;50082.38;278303.59375;430594.9375;358358.9375;340279.71875
P47042;11336.021484375;6639.4951171875;407785.25;75327.29;58949.19921875;12207.8359375;14397.6806640625;174970.609375
P47044;430290.5;444975.65625;517781.875;26864.43;623457.5625;415533.5;521344.21875;487757.78125
P47045;102043.484375;77403.171875;100544;54182.83;121500.890625;134344.4375;112679.6875;104717.6640625
P47047;322154.78125;313921;324602.28125;122054.99;298217;351775.46875;314688.3125;287082.34375
P47048;18391.19921875;12721.072265625;5565.8056640625;52849.4;13807.494140625;12184.212890625;9779.9375;11641.7109375
P47049;27736.23828125;14519.5068359375;34655.015625;45016.35;35165.41015625;21706.455078125;23552.109375;29185.609375
P47050;18956.533203125;14900.7353515625;11997.48046875;99325.6;15787.443359375;11055.3935546875;19051.8046875;21465.15625
P47051;9157.6796875;38.8029556274414;13847.9228515625;47003.41;10960.8466796875;4092.48291015625;2913.1865234375;7823.71240234375
P47054;93292.8828125;67446.078125;83073.125;191535.47;71057.5078125;116760.15625;78029.625;115580.4296875
P47057;84955.2890625;62918.70703125;67493.3984375;49002.27;91160.3984375;69953.4140625;79544.96875;55654.83203125
P47061;81227.796875;97337.25;70026.796875;95448.79;95232.2734375;84376.9765625;57461.79296875;75632.3359375
P47064;141584.890625;73006.9765625;94733.1640625;21937.78;81948.140625;139006.484375;132992.6875;133665.515625
P47068;834083.1875;906530;922908.3125;128296.54;959655.625;854920.125;874456.8125;862452.1875
P47069;8784.3037109375;10333.830078125;6278.576171875;79174.87;8476.9970703125;8922.91015625;10753.5;8853.90234375
P47072;27690.625;38154.6328125;65683;63206.5;40766.33203125;24763.755859375;35368.7265625;51780.9375
P47075;660121;884831.375;600542.5625;83154.78;680163.125;719708.0625;886079.4375;677674.875
P47076;52884.4375;78625.15625;15085.33984375;18596.11;46701.9375;40990.23828125;59700.0078125;55439.09375
P47077;107935.484375;65991.3203125;59920.046875;77722.15;78724.890625;107696.359375;77719.1171875;82423.2890625
P47079;862161.75;743266.125;687581.6875;61662.28;715790.75;902804.625;784985.4375;808092.8125
P47082;107984.546875;184055.21875;164706.640625;65346.08;171277.421875;113693.484375;111127.8359375;140267.28125
P47083;176824.40625;193400.25;150703.171875;66952.57;172594.15625;168230.484375;177641.625;127531.265625
P47084;35933.6328125;47186.3671875;38667.36328125;59765.75;25549.3671875;53277.37890625;35261.3046875;32176.12890625
P47085;26189.9375;13654.658203125;20842.80078125;38481.82;31618.80078125;31886.80859375;16153.6796875;39988.2265625
P47089;374847.71875;292053.03125;320395.75;22495;315767.34375;382599.65625;428766.96875;290453.90625
P47093;51584.4140625;20420.486328125;24201.07421875;12385.38;35030.98828125;19431.740234375;21963.869140625;37037.33203125
P47095;88498.9921875;33680.83203125;70428.40625;27426.84;44152.64453125;83346.3515625;72856.2265625;64106.57421875
P47096;698147.75;740081.0625;737271.375;20234.97;838791.0625;744483;805835.75;788301.3125
P47102;340847;118741.5703125;126296.65625;159437.4;129619.6796875;346982.625;304314.3125;163257.625
P47103;88186.96875;99298.3515625;82159.421875;45133.82;96757.2265625;88337.234375;95465.1484375;91765.9765625
P47104;144050.828125;155092.078125;147550.4375;154933.02;151816.3125;148673.265625;126536.7265625;144270.5
P47108;75398.78125;38944.2890625;54043.59375;135117.82;37845.7734375;103297.4453125;56025.609375;48485.73046875
P47110;70746.40625;71786.875;60351.625;40309.65;68286.625;74623.3359375;76242.7890625;45753.62890625
P47112;61280.421875;57897.84375;62881.828125;68405.25;48387.70703125;58583.4140625;64583.484375;47850.203125
P47116;210821.625;293879.71875;284707.1875;91400.38;348301.9375;249520.203125;261804.15625;294086.875
P47117;897129;715096.5;861361.375;49541.75;843158.9375;847496.375;859697.0625;968705.5625
P47118;41431.65625;19986.30859375;7076.1181640625;16076.05;118799.6484375;36565.7109375;22790.58984375;571030.375
P47119;444145.90625;635171.4375;598142;22093.02;639397.625;422037.03125;478624.90625;534116.3125
P47120;1317628.5;1676122.375;1400377.875;36164.81;1449701.25;1350902.375;1330366;1384107.5
P47122;345572.6875;412806.53125;292139.625;43194.69;352829.40625;366092.8125;310839.71875;327715.8125
P47123;89069.671875;88639.734375;84911.484375;24307.39;38839.828125;78139.046875;69929.5;68556.359375
P47124;293354.8125;266811.3125;294843.5625;46297;231614.25;270906.15625;284746.3125;280531.46875
P47127;152154.09375;155181.75;166081.421875;44427.75;162180.78125;134983.5625;140281.109375;169236.796875
P47128;37699.9296875;58403.0859375;52311.41015625;12894.69;38233.12109375;42169.6328125;41064.265625;42647.859375
P47129;29304.21875;67214.5;67568.65625;35520.68;67799.4609375;48674.703125;51218.453125;50070.8515625
P47130;65860.390625;36795.58203125;29982.734375;49482.4;12265.0087890625;13168.3203125;25113.28515625;39156.77734375
P47133;106606.984375;51482.08203125;52409.58203125;33855.25;47626.99609375;115402.78125;93949.765625;54426.9375
P47134;0;6133.3935546875;3172.01879882812;108667.24;5440.49755859375;0;335.153350830078;4225.0390625
P47135;73828.0859375;91581.9609375;92741.5234375;120374.36;95460.1953125;88945.875;89562.0625;97002.640625
P47136;14988.57421875;45167.75;30697.96484375;164486.24;35892.21875;20973.30078125;22425.10546875;27829.25
P47137;297190.59375;162291.046875;259965;32344.08;231769.59375;330710.78125;295849.78125;292599.5625
P47138;47395.23828125;8476.3056640625;38653.88671875;20027.4;25547.595703125;11196.2314453125;16784.58203125;31979.0703125
P47140;2.36202311515808;8.77262064022943e-05;0.000100628007203341;37479.61;0;0;0;0
P47141;40345.88671875;55216.32421875;47455.49609375;30223.52;51092.6484375;36662.3671875;40696.265625;39851.48828125
P47142;80190.796875;149102.734375;172803.203125;23557.68;146856.703125;53127.5078125;27108.234375;105946.8984375
P47143;5945615;5873051.5;5654304;36372.33;7063703.5;5767491.5;6394492;6123848
P47148;54198.7890625;74308.71875;82997.21875;32208.18;60028.89453125;60938.375;47098.52734375;78888.7109375
P47149;31161.890625;39299.13671875;39954.05859375;23639.54;32233.556640625;31461.982421875;27507.203125;25986.19921875
P47150;106502.0625;105299.2578125;137361.4375;27816.1;137156.265625;81023.09375;99131.15625;120647.796875
P47154;311494.625;200062.796875;228688.34375;52324.12;180927.3125;325358.625;245288.078125;272911.78125
P47160;427465.34375;509732.65625;539463.3125;45091.13;574850.6875;449166.6875;488204.71875;474789.375
P47164;30995.384765625;28876.71875;33740.8203125;72350.57;17051.416015625;30628.14453125;23587.634765625;24668.236328125
P47165;200518.6875;135883.890625;145153.71875;23671.16;154972.234375;182986.15625;151970.015625;133103.109375
P47166;253268.609375;339288.375;339240.53125;81171.12;307574.0625;249634.8125;278920.59375;287711.4375
P47169;226356.9375;169481.890625;164534.25;161219.08;244189.875;236738.28125;205860.265625;198339.515625
P47170;27928.33203125;25880.662109375;33944.7734375;181949.28;27700.486328125;25109.3671875;28576.36328125;17061.615234375
